<<<<<<< Updated upstream
clean_text,sentiment
ngefreze sinyal bagus hp gua normal dapet team thololnggak main omong doangdll,negatif
game bagus kasih kalo main bikin kesel damage musuh sakit banget tolong bagusin,positif
segi grafik nya bagus internet nya buruk ngeleg hero nya enak skin nya hero baru nya bagus banget efek rumput air keren banget ngecharge batere gadget kadang suka ngeleg susah mainin game nya kalo ngerank pas rank elite uji ganggu gua akuin game bagus hibur terima kasih,positif
paket sinyal bagus pas ingame ngelag game udah dapet musuh susah temen aja jaring dikit lag dikit lag detik game baik,negatif
woi gimana ni yg cheat lag usa ganti jaring kali aja lag yg bener lu kalo ngasih team team darksistem gjls,negatif
gacha gak antre gak pencet karakter jalan game gaje gila,negatif
muas hilang stres depresi candu narkobakob karna kosong isi main game,positif
terkadang suka ngeleg monton tolong baik game,netral
kecewa even kof tenyata jebak paksa beli skinny kof binggo tipu atur dpt mlahan lwatin samping pdahal udah buka binggo beli diamond krna pnasaran lurus diagonal eah mlahan acak ga mnding belai skin yg tau harga ny,negatif
main lima ketemu musuh imortal ga imortal main solo aneh main main duo trio nya aneh nya gimana sih ml sengaja banget kalahin kasih sanski aneh main santai gitu udah pusing tau ga pusing,negatif
suka karakter pilih main bug mohon baik main sendiri,positif
game g jelasbug kaga fix player kena pelanggaranbattle ketemu musuh g setaramain solo ketemu musuh party an gajelass,negatif
ayo monton kasih dark sistem dasar monton kikir kalo advance server knp gw dapet nya gk jago kalo musuh team nya knp menang jago engga jago ya netral kadang blo on kadang jago,negatif
game isi nya ga maindi kasih nya team ga gunagabisa main rank gw turun mulugw ga rekomen gamenyesel gw download penuhin memo doang lu,negatif
lelah darksystem tim mvp tim yg kalah tim hebat musuh tim main nya mula,negatif
skin nya bagus top up nya turut mahal sih grafis nya bagus tolong kembangin ya moonton matcmaking cepetin dikit ya makasih moonton,positif
tim musuh tim bedajauh musuh jagotemen dongongga ngerti main pokok gak imbang btw gua stuck rang legend gak,negatif
game bawa stresmasa iya musuh jago tim kya bot mainjdi susah naikin ranknyagw sampe lose streak klimontoon bungulmending uninstall aja,negatif
gua rangin bintang kalo ga kasih tim bagus iya honor sulit ampun honor doang lo gua player old ga gloryy nub jga kaga perkara tim aja kasih jelek,positif
game bikin kesal aja jaring bagus aja ngelek hp gua sebab tolong bug baik ganggu alam main aja kalo saran player hilang jaring deteksi langsung kasi saksi berat karna afk,negatif
sudh males skrng maen mobil legend nyamasa smnggu bsa x baru trs bikin gk nyaman main game mobile legends brpa baru sma update sudh baru apa game inintr hri baru lgi tmbh gk,negatif
moonton minimal kasih musuh tara main rank tim noob gilir musuh jago stress game mendownload hibur pas main tim noob tim musuh jago stuck legend tim susah ajak kontribusi kasih bintang matchmaking nya tara rank,negatif
mobile legends update jaring ngelag jaring wifi bagus ngetot mohon baik,positif
maki kalo main dapet tim ga benertrus musuh nya ga banding musuh nya kuat gilir tim mpuk ga adil banget,negatif
sumpah game tuh bikin nemenin puasa seru bagus hero dapet uang makan reting bintang nya game nggak kalah saing ff,positif
tibatiba kena ban alas guna cheatpadahal cheatdan ban berturutturut mlbb ambil putus perihal ban akun mlbb layer,netral
main gameplay musuh nya boot aja biar gw ngalahin nyamasa gw main trol mulu dah gilir gw jagojago benerantau nya gw mvp,positif
gam nya bagus tapiiii jaring lancar aja lag mohon developer baik jaring,negatif
kasih bintang ngelek ngebag ganggu menang eeh ngebagnya gitu aja game nya develovernya ngebag donggg moga depan udah gk nama ngebag game bagus bagnya halang yaaaa,netral
imbang kali matching rank update baru minimal efektif main mintolong baik season adil imbang lawa rubah nilai,negatif
moontoon lawak beli diamond langsung lwt aplikasi lelet masuk diamond gw x gw beli langsung aplikasi mending proses cepet,netral
mohon baik ganti foto profil album suka ngulang gk pasang foto,positif
game rusak gw udah lostrek kali menang kasi tin ga sedabgkan musuh mantan rank gw rank legend bintang nurun epic bintang,negatif
minimal rank tinggal sebentar ngga menit kena afk stop main mobile legend pindah game clash of clans,negatif
knp ya montoon gak adil dlm pilih solo rank kadang player milih line gak sesuai hero player yg main mikirin teman tim hapus aja ni game,negatif
moontoon kasi tim dark sistem mulu jaring nya ubah udah lancar kasi musuh gampang moontoon,netral
tolong ya bro monton tolong baik salah salah mobilegend player player ras nikmat sinyal main rank level aja musuh jago rank warrior,negatif
tolong baik system temu cari musuh baik system sinyal season,netral
ml bb bagusyasangat bagus tambal stressaya main game hilang strestapi tambah beban pikir dark sistem moonton,negatif
dark sistem nya parah si bikin player males maenkeliatan bngt kalo udah kena dark sistem level full item lawan level gak damage wkwkkw,negatif
pas main leg tim drak sistem musuh kuat developer tolong trmksh,negatif
y skrng ml suka mati ayar pas main sinyal hijau eh tpi gabisa digerakin hero suka bug sinyal,netral
aman servernya kuat tolong masak jaring normal in game lag udh nyoba login aja,negatif
jaring ml woi main game dll lancar sinyal nya ga ngelag pas main ml lag dahhhhhh woiii moonton baik ga luuuu bikin aja trus,negatif
ketemu musuh ngecheattiba jaring error sambung internet kocakmana game selesai gk direporttolong baik nya,netral
napa bug gw kenapaaaaaaa udah menang koneksi jaring putus napa dah baik kah,negatif
kesini gede aja apk nya hp yg ram gb udah asa patah patah game play nya koneksi wifi pribadi,positif
matchmakingnya gak seimbangsekarang kasi winstreaknanti kasi losestreak dah pensi game moga depan game tarik game,negatif
recommended main jamin stress berat akibat gila saran santa coba coba download,negatif
game rusak darksistem lag jaring kenceng game normal game doang yg bikin lag player nya dark sistem,negatif
login aja baca aksi apain dispam baca kek gitu game rusak,negatif
moontonnnn tolong baik lgi msa gw main slalu nge lag parah adven server y jaring bguss lho tolong dperbaik,negatif
event doang baik baik user dark system gua capee tim user dark system teroosss,negatif
yg bilang game jelekemngnya bikin game bagus moonton udh usaha maksimal gitu dukung biar depan bagus guys,positif
game nya bagus tp update lag jaring bagus tolong bgt baik moonton,negatif
dih serba salah kalo main game sinyal buruk afk hp error afk lengah dikit afk halah mending main sakura honor of king game cih game gak yah minimal kalo afk afk,negatif
game mutu game bug sesuai tentu pakai perangkat android ios baru type tinggi seringkali error main,negatif
lapor kali main rank temu dark sistem sesuai rank mohon jdi game burik kaya ff plis jangn dark sistem lgi tim yg imbang monton woi monton ya minimal mah dapet tim tim imbang klo lu niat bikin ml gausah ksih tim dark sistem trus jdi bikin orang strees aja hibur strees tau monton jdi sya update nnti imbang beri,negatif
stres gjls aman monton login akun tmn aman aj skrg lgsg kena kontak gm gbs logout logout yg prangkat gjls bgt,negatif
gamenya gak bener ngasih tim berat belah tim kita kalah lostreak truk sistem tolong moonton kurang drag sistem emosi main drag system nggak bener ngetroll mati mulu tolong moonton kurang drag system,negatif
gamenya seru bangat kadang tim dark sistemsehinga kesal,positif
bug main lobby stuck bagus coba benerin lag ping,netral
seru kali bikin ga bosen game game seruyg hilangin bosenkalo ga kuota main offline,positif
adil moonton iyaa tim dikasihhh ratee rendah lawan ga ngotak hilang dark system ml ini teriiimaa kasiiihhh ga hilang ratenya kasih r endah terusss sampaiiii akhiratttt,negatif
tolong benerin bug nya moonton iya loading screen login ulang ga main tolong moonton gara gara kredit skor player kurang karna pasti afk karna bug tolong moonton skin doang elit bug nya ga benerin,positif
kasih bintang tim nya yg kagak adil dapet tim yg kagak jaring nya moonton tolong yah tim yg adil jaring nya lancar game jelek tolong moonton ya,netral
main game kecewa gak topup jgn harap bs mythicsinyal jaring yg tdk sahabat kali mythic kasi tim super jelek kasi lag super parah pakai wifi data,negatif
cocok pas bosen hilang stress skin trial hero trial gak ngelag banding game rekomendasi main mythic immortal seru gak tamat cuyy,positif
game gak adil gak update jaring lag musuh jago tim nya gak maen tier kalah,negatif
skrng suka log out sendri sinyal bagus war lag skrng mlbb buka tambh bagus update bnyk bnr kendala,negatif
tim suka ngetroll capek kali main lose teruss kekmana sih sistem kerja matching nyaa tolong kasih tim sesuai,negatif
game sampah gw dapet tim kayak bot ngga main musuh jago tolong baik kalo ngga gw dateng kantor lu,negatif
bagus sih bagus sinyal nya jelek sinyal ku bagus gilir main ml ngelag parah min gold beli hero dikecilin kek server china,netral
game ngaco sinyal bagus suka patah tolong baik guna bayang atu player aja moton,netral
slogan vs khusus player solo main game alas winrate kontrol moonton menang puas tanding teman bot moonton mana teman jelek susah lawan jago ketemu lawan bot epiclegend kalah x mitik x kalah match teman bot moonton,negatif
seru banget wo gak cocok mainin puasa bikin darah tetep bagus game baik play store,positif
game bikin pusing sajamasa main level kasih par player barutim abal abal rekom main game,negatif
tolong baik isu jaring montoon terkadang match making langsung ilang sinyal nya lai udah bagus,positif
game ampas sampah bagi team ga imbang tim kaya new player musuh gg heran gapernah imbang kalo ngasi team game buat stres donlot ges,negatif
game rusak sistem rusak ngasi tim afk feeder pas lapor deteksi afk feder,negatif
huhhmoonton pas login tuh stuck loading screen gak ngapangapaintolong dibenerin ya makasih,positif
game nya bagus tolong fitur maju mundur replay main momen in game langsung makasih,positif
hei mlbb event undang teman kayak game aja orang udah tau game udah kalo game timbang event kayak ngasih gak ngasih gak tulus bikin event dasar montod,negatif
udh ku download kali login tolong baik kadang jaring nya jelek pdh jaring bagus lol baik monton,negatif
ga banget gua maen ngelag jaring bagus nya gua alami udah kali gin dri kemaren malem game gaje,negatif
game lumayan seru moonton tolong event nya baik game mlbb ram nya gak gb tolong moonton mlbb arvenserver masuk band,positif
mode practice kasih mode offline gak enak kalo offline main mode classic lawan komputer,positif
hadehhhh moonton moontonkasih gw winstreak moonton moontong tolong gw ken banget glory udah season moontontolonglah baik sistem match makinnyakasih gw menang,positif
tolong baik bug jaring lag area rumput high ground lane area sungai menggangu performa main players jaring ping bagus tombol speed jaring aktif guna,netral
game gk sesuai kil main kil bagus kawan main bodoh kadang kasih lawan legend grand master turun master menang mvp x kalah kali,negatif
gemes aneh susah banget update lag sinyal warna hijau tibatiba merah aneh,negatif
game nya bagus ya ituh main trus rank nya udah grane master clashik tolong baik ya ka game nya,positif
game ccd sistem campur gameplay nya dark sistem adain bikin gameplay gk adil dongo pantesan sindir keras hok gameplay dongo,negatif
kecewa banget sistem yg ga tau main gmna magic chase dimna sulit kumpul hero refresh keburu hbis koin tabung keburu kalah naik level comander ga muncul hero yg butuh,positif
matchmaking adil lost streak sistem bagi tim tara level tim lawan pro player tim lawak main dark sistem main aneh ayo moonton baik sistem matchmaking ama pelit skin,negatif
bagus cuman kemaren buka tutup aplikasi main rank tibatiba afk mohon baik,positif
banget lh enak enak nya main jaring bagus hp lumayan gede ram nya tolong muntun baik lg trimakasih,negatif
game udah bagus sih knp kasih musuh yg udah tau ga padan aja admin ngasih tim udah ga padan mampu nya ws kasih tim bot,netral
game nya bagus suka top ap game nya mahal orang plopayer mah enak uang hasil main game gua susah top ap nyepin skin kof mahal,negatif
game aneh ngelagpas ajuin cs luar konteksaneh game lawak baik sistem collab,negatif
ko gin ya bnyak dark sistem mytic asa kek wariorr tolong ya afk game mndingan ksih langgar berat g main,negatif
bantu login gabisa login email yg mati report gm tpi tindak,negatif
gak main sistem main solo temu team bot ya orang malas main dar masuakan sistem sesuai roal main biar gak egois pilih roal masingmasing,negatif
game tarik kerja pokok nya seruh geme mobile legends bang bang,positif
game rekomended main aalagi bwrmain game kompetitif tim sanagad cocok plus nya minus nya karna game sangad seru minus nya poko rekomended main,positif
gamenya seru war mabar main solo faham jenis item guna counternya,positif
tolong bgt operator moonton servernya baik dah x alami lag tim lawan tim,negatif
sumpah tolong deh moonton baik sistem nya main lag bgt signal internet bagus aja lag yg cheating emang sistem moonton nya tolong baik deh gak lag kurang puas main,negatif
main gak main kalo hapus ml aja monton dapet modal deveat tim drak sistem,negatif
game ga main lag jaring full pas relog ga mending main hok,negatif
game buruk bagi tim kali tim player buruk afk buta map game malu kualitas imbang adil maaf kmi player undur hapus apk ml bb kecewa apk jaga main adil imbang games buruk sejarah,negatif
game nya gak ngasih tim bagus lose streak males main nya gak bagus nya adiil nya bagi tim,negatif
game nya bagus pas main tulis kredit skor bagay atas kredit skor,positif
komen yg gw ubah inti serah lu lh moonton gw dh males lu lu ngga peduli ama player ya moga ae game lu saing game game yg saing lu depan,positif
game dukung dark sistem moonton gabung dark sistem player gg,negatif
buruk bgt sistem matchmaking kualitas skin overprice seringkali bug ingame sinyal jumping developer,negatif
montoon pilih jaringn mode speed tdk bantu lag branda lag parah mohon perbaikn nya hp realme c ram akun predator ll,negatif
game burik mnding gak download game problem yg gak pernh d tanggapin sma deplomen nya update trus tpi player gak d tngapin ap main game game sampah,negatif
game play nya bagussemua skill hero nya jg menariktp tolong system matchmaking perbaikimode clasic mpl solo player temu lawan mabar tim bot trolldan mode rank yg samasering temu lawan mabar triomabar playerdan penjokijika kalah menang tentu tim developer proses matchmakingmaka guna ajar skill,negatif
sistem nya babi leg game udah make wifi kuota gk ngotak poko bikin game kalo yg aja gk resin,negatif
main game game ga grafik bagus hero sayang sistem main tentu adil hukum negara konoha aja,negatif
game nya bagus jelek game nya gw gw main muncul mulu tulis cari koneksimenghubungkan gw masuk kali kgk tolong baik bug,netral
bener aja main game ginian kasih kalah glory sampe honor bintang gak lucu loh gua maen gua gendong tolong moonton kasih tim bagus dikit kasih org ken troll kek player gak pindah game klok gin,negatif
bgus gamenya tp kadang kadang koneksi lancar game nya jalan nge stuck draft pick coba ulang kali gabisa menit login in game nya tp langsung kalah krna afk padahl hp yng nge bug koneksi jg lancar tlong baik bug malas,netral
mlbb imbang joki mythic senjang skill gameplay team imbang,negatif
parah game gue lalau dapet tim darksystem tim musuh jago parah tolong perbaikin ngeluar skin mulu tpi system gak baik susah player solo kalo gin main duo aja kadang ketemu tim yg aneh klo kasih bingtang gue kasih deh kek orang orang kasih ulas gak gubris,negatif
game mlbb tolong jaring game lancar mlbb tolong lihat komplain main,negatif
udh bagus sih yg klo ganti akun susah ampun tolong mudah ya trus skali ngasih skin hero gratis hehe,positif
game yg grafik bagustapi monton nya curang masak kasih tim buruk teru th main cuman legend gak metic monton baik yakalo gak gak baik guwe kasih guwe blokir mlbb,negatif
upgrade malas mai makan data mulu upgrade ulang ulang install ni gameparah,negatif
game nya baguss banget mlbb hadiah hp gamenya hp nya hehe telat event download main ml hadiah tarik lai,positif
tim ngak seimbangsering lag pin hijausaat matcmaking delay memori ngak penuh tolong perhati minn,netral
gaess gue sempet pindah game belah honor king nya hahahaha kga gue jatuh cinta game ml mobile legendaris hadiah nya gaess oh ya crita gimna kabar nya salam kenal garena,positif
tolong game nya jaring gua bagus ngeleg gua coba login ulang gak masuk gua tetep main,netral
game dragsistem nya bintang trolperbaiki moonton hilangin dragnya kasih team bener jan drag mulu stress gua bngke,negatif
montoon tolong banget nih main ranked pake kredit skor kalo main rank mode klasik gabisa tolong ya montoon tolong fitur diilang ya montoon gaada hubung kredit skor match tolong ya montoon fitur dibilangin ya montoon,positif
gak otakksaya main kasih tim bott teruslawan jago stres main game inijangan download game kesal laku moonton adill,negatif
akun monoton gmail gua kena hack trus ganti forclose pas main udah formulir opsional pulih akun slama gak akun trus akun moonton gak ubah,negatif
pas draft pick jaring jelek aman aman aja suka pick hero,negatif
karna skor kredit gw gw ngerti gw gk main rank besok niat naikin skor kredit turun karna gw main buruk gitu klasik trus gw dilaporinkalo gni skor kredit gw gk,negatif
gua ga ngerti sumpah kasih tim tu imbang ajg sistem role kalo lu ngasih main main cuman role plislah bikin sistem ngotak dikit ajg main kalo main lu kasih itu aja sistem block gak guna orang main chance temu dikit banget sistem tu guna moonton,negatif
draft imbang tim imbang tolong baik moonton sinyal stabil,netral
game rusak mental dapet tim gapernah imbang aja orang tolol bug ganggu sinyal aman game disconect gabisa join game,negatif
good bye ml nya henti main game matchmaking adilplayer troll manamana feeder manamana henti game kejar rank tinggi sulit,negatif
monton konten arcadenya shadow brawl mulu lahh jarang bgt kasih mayhem yg nambah skill tuh nama bintang,netral
dear admin moonton diharapakan game mobile legend bb tambah fitur bentuk match yg sistem kdajadi diharapakan imbang gameplay proplayer noobplayer dar rank sekian moga bantu developer,negatif
game nya bagus efend hadiah nya kadang ngelag bagus banget deh pokok,positif
game ga sistem gacha nya kikir banget saran player jarang dengerin sistem match kek taik banget ga dapet role yg ken player solo game kompe nyiksa emg,negatif
jelekkkk sistem gajelas ngomong kasar sengaja afk main dilaporin gak ban mute or rang kredit skor sultan gilir player yg korban sanksi bener gak adik sistem moonton player jelek retrinyamain asal gak sanksi bener aneh sistem lapor banding gak guna terus sistem gak gak adil minat kurang bangkrut neh aplikasi,negatif
wajar player honor of kings kalo late game pending ping nya ga tau orang mas stay game rusak event scam gaca isi sampah smua,negatif
moontoon kikir pelit gua pas spin ga dpt dpt skin gua pas main rank dpt tim sistem gua suka main ml gua suka main ml pliss moontoon kasih gua skin pas spin ga hp,positif
sinyal hijau ngelag tolong baik kualitas sinyal nya main magic ces ngelag,netral
gamenya bagus sih cm pas ganti foto profil tekeluar avatar nya ganti ribet mulu susah pokok mohon baik cepat,negatif
mobile lagends bang bang game baik salahsatunya game favorit sayadan harap depan game maju bagus aman akun nyaman bermainjadi tolong moonton dengar laksana baik yg ulas player mobile lagends bang bangsekian terimakasih,positif
halo moonton ngasih tau gem nya ngelek kaliatou sengaja bikin gem ngelekgue main klasik bagus bnget jaringn nya gue main rank eh lek banget jaringn nya kah sengaja gitutolong perbayki ini assalamualaikum,negatif
game buriklagi main rank force closejadinya tinggal level goldafk bentar mainin computertapi computer nya oonmaju maju turret,negatif
game bnyak bugnya bnyakan update tp masalah gamenya baik pindah game sebla,negatif
game haramgame nyusahin player nyagame pentingin event daripad system nya kek kont rasio menang game rasio stres game yg main sologame gblgcapek bngt sumpah sistem ny kek tllmenang kalah menang kalah terusini moba v vpadhl gw udh maksimal konsisten tpi team yg bikin frustasi terusharus konsisten apalgi gw mata logame ny g imbang player solomacth yg g adilsistem ny wl,negatif
bagus war tibatiba log in ulang masuk pas selesai report team skor kredit kurang,negatif
tolong player bikin gampang naikin level emblem mudah dapetin magic dust fragmen emblem nya susah banget naikin level emblem game beda banget belah,positif
main ramadhan nya bikin neng mlh bikin emosi minimal nerapin sistem kalo kalah dapet bintang cape ketemu tim yg gajelas gilir server china manjain,negatif
oyyyyyyy matching nya sesuain rank lahcapek team rank yg bawah gak bener mainnyasama benerin bug freeze mlnya kagak gerak,negatif
game nya bagus main teman tolong montonn bulan keluar event skin epic orang tarik main sekian terimakasih,positif
game diupdate ampas jaring suka jumping matchmaking gak imbang main solo mati temen bodo nya ampun musuh jago kasi temen bodo gpp maen rank temen bodo kali kasi udah update berat ni game sinyal jumping ampas mending maen game belah gua,negatif
moonton tolong baik jaring sinyal bagus pas udah main jelek banget tolong developer baik jaring kalo kek gin bikin emosi tolong baik ya,negatif
asih bintang dark sistem main dark sistem mending main mejik ces timbang mobile legenda dark sistem,negatif
deteksi jaring selular bisahanya deteksi wifisehingga jaring pakai langsung panas ni hp,positif
tolong tambah daftar blacklist orang tolol main game ban available masuk match yg terima kasih,negatif
kali bintang turun woy moonton ngasih musuh padan nggaklo gimana sih moonton babiiiiikalo ngasih musuh tu tara mantan imortal tabrakin honorr kocak banget dah kalo honor ya nabrak honor honor nabrak imortal mikir pake logika musuh jago sedang main nya ajar mohon baik sistem game nya tolong bantuuu biar musuh padan kitaperbaiki moonton trima kasih,negatif
burik kadang suka ngelag jaring ig wa yt lancar aja developer gimana sih burik banget apk lu,negatif
game aneh skin mahal efek gak tara udah download data full efek ultra aja skinnya gak worth it harga,netral
game hancur bintang turun menang langsung kasih tim yg bot,negatif
moonton losestreak nya ga main main udah neng banget tier habis losestreak losestreak aja sampe gue hapus ni game awas aja cape moonton cape mvp kalah mending menang trus mvp dah ya kalo mvp kalah bintang ga hilang ga lha tim nya coklat musuh hebat bgt kaya proplayer please tara matchmaking pilih ex jgn honor ketemu ex immortal nang ni ku hapus aja ni game,negatif
pas udah game nya login ulang main lag udah pakai wifi ganti data jaring bagus aja main ml lag ruang simpan banget login tolong ya baik,negatif
parah ping y pdhl jaring bagus pake wifi pnyimpanan luas krna game y mobile legend doang spek hp jga mumpuni pdhal moonton ngutamain gamplay ketimbang skin,negatif
game ga jelasbanyak drk sistem lagimain ngelag jaring bagusdark sistem niat main losetrek gara gara dark sistem kau monton,negatif
udh main sampe skrng main karna game seru jg event tarik tambah koleksi player,positif
sekrang gamenya klw sdh win streakk knpa klw gua solo kasih player epic mai full playerrr ajak ngobrol jga ngk respon aneh btulll gua metic bintang loh anehh,negatif
main game gamenya adil main afk detik langsung kredit skor kurang musuh kalo afk puluh menit kredit skor rang,negatif
game rusak game ga player troll hero buff win rate kasih menang tin ggi hero rebut coklat,negatif
game nya bagus grafik bagus ubah hero seringkali dapet tim dark sistemafk,positif
game sampah ngasihnya darksystem teruspokoknya main game game ga gunaini stress gila gara game,negatif
bagus plis jaring bagus suka nge lag lgi main vs kalah krna nge lag tolong main baik,netral
kali ketemu server eror yg tim lag parah musuh suren ngk dpt bintang yg lag parah tim tolong dibenerin moonton,negatif
keluh login game jaring enak login tolong baik moonton,positif
wee monton kasi gua mitic lahhhhh pusing gua main dark sistem teman ga tau rotasi main gem ngelunjak bosan gua main nihh gem kalo gin gua gak kasi reting bintang aja gemnya kek gin,negatif
gua suka nih game bisa hobi gua ya gua ga suka ga main dark sistem tolong ya moonton kadangkadang ngepush nya tim retri cape tolong hapus dark sistem sekian aja tolong baik,netral
tolong moonton aduh cape ngumpulin kredit skor karna tanding kalah dapet coklat kredit skor berkurangaga aga cape males main gin,negatif
tingkat kurang kredit skor tambah rendah ad orang sengaja afk lapor skor kredit karna tingkat skor kredit hari tolong tingkat kredit skor naik player ml bosan dngn ml,netral
kasi b kasi b game nya udah rusak jaring error main afk game nya aja berat sebab lag jaring ganggu,negatif
dark system nya bagetennnnnn sumpah kesel banget ama dark system nya penge nagis campur marah coyyy moont harap hilang dark system vote bintang baik bug nya sumpil ganggu banget tolong baik ya moonton,negatif
server down gin ping jumping mabar temen pakai wifi punya jumping aneh minimal maintenance tll,negatif
tolong plis skor kredit dlmsatu cmn naikin orng yg melapokn nya kadang kadang player malporkn minus klau orng melpokn minggu gk main rank cmn ku kasih bintang aj,negatif
maaf gak kasih bintang karna semenjak ganti seson yg jaring gak stabil hero gerak sndiri gak gera sekaliklo stabil ganti seson nya jaring nya ttp stabil gak merah sungguh sgt kecewa player yg udh main gamepdahal udah mending skrg bnyak ngeluarin hero sbnrnya mkin enak ngedrop main nya dikarna jaring nyatlg baik trmksh,negatif
enak enak main rank kouta jaring bagus tibatiba crush parah gerak tolong baik,negatif
gem nya ngeselin banget los trek kali please hilang drak sistem udah cape cape ngapus pagi sampek sore bintang nya kagek kagak turun sampek marahin main suruh suru gk gem ber beda nyesel main gem suruh suruh nyesel main,negatif
gem nya bagus tolong mudah lawan nya main kalah males banget main aja kalah gimana monton miytik,netral
game tolol kasih tim darksistem losestreak mulu coba kali kasih tim gak dark sistem kayak game belah udh skin nya bagus tim gak dark sistem udh skin mahal efek jelek tim darksistem tolol canda moo ton i love you,positif
bintang nya turuninmakin jaring nya lot game ijo lag parah tolong baik,positif
donlod data magicces nya gk main pindah game aja udah gk seru game,negatif
cape tau main kali kalah teruss niat main refresing stresa team drak system teruss gin cape,negatif
game seru tolong dark sistem rang orang udah rank sengaja kasih lawan berat,netral
game nya bagus evant iur pilih tim bagus tolong baik montoon,positif
jaring ml ngelag jringn data wifi bagus tolong admin baik system nya,negatif
main game nyesel game ngilangin stres kalo main game stres main drak sistem nya saran hapus drak sistem,negatif
gajelas jaring ku bagus nge stuck lag gabisa gerak kek kuota abis pake wifi bener bener ya lu moonton,negatif
knp sih moonton gua kasih kalah mulu kesel lu tau gk ny kalah mulu gua udh cape kin legend lu kasih kalah gua tolong y kesel nih kalah mulu gk ngerasain menang kaya pro player kaya jessnolimit gk ad kalah ny gua kaya gitu tolong moonton gua udh kesel kasih kalah mulu,negatif
moonton main game henti game masuk masuk game tolong perbaikin ya moonton,positif
game nya lag mulu aneh pas nonton youtube pake resolusi p lancar pas main game lag parah benerin moonton banyakin update ga,negatif
game nya seru mabar bosen gk yg ngehibur game main game,positif
pas menu konten tanding dasar gk donlod ngestuk mb lawak bener ganti emot gk gara sistem gaje,negatif
serumabar serumungkin kurang ngelagpadahal udah pake wifi tetep ga,positif
game nya bagus bug hero baik orang coba,positif
tolong baik dark sistem nya yaa sngt menggangu sya main ranked lawan pro sebab knock lose streak,negatif
monton anjir kenapasih main lag mulu males gue ngadepin mulu y palingga baik kek biarin ff baru baik salah kek ml bulan yg baru event doang yg event bagus bagus tp main lag beli wifi jaring smartfrentp aja lag monton baca baru,negatif
aman akun lemah kembali akun hack id server topup langsung google pulsa handphone,negatif
senang seru skin gratis bagus hibur bosan gampang main game nya main online mabar temen tarik main seru dukung geme tan tanga seru da skin gratis tukar geme tarik main fitur salin konten hero seruh main main fitur ajar main game sangatseru,positif
tolong baik game maen sampe menit keburu slesai game nya,negatif
game pilih kasih ksih tim beban dapet nana jungle udh mm nya dpt coklat ngomong trus dapet tim jelek trus musuh dpt jago tolong lh ksih lawan tara kalo rank legend ksih legend jngn ksih mytichal noh rank gw trun mulu ga skalian lu turunin aja noh warior gw laporin gw lu game ga tpi asik klo mnng klo klh deh tlong ksih lawan yng tara cpe tngn ku gerak dapet kalah watehekkkkk,negatif
red buffblue buff yg pegang retri yg ngambilnya players solo posisi jungle sungguh kecewa tim aja moonton,netral
bagus mobile legend bagus eventevent nya tarik moonton banyak gratis skin player nya stay game mobile legend,positif
geme nya resah gw main kli menang tolong imbang draf pick nya kasi ringan main udah top up mahal mahal geme nya bikin emosi,netral
parah game lag jaring bagus banyak cheat game dibiarin payah pindah game aja guys dah ga asik game,negatif
klw epic lagend lagend mitic bikin susah kaya magiccees klw suruh download gampang bikin ribet game jelek,negatif
tolong monton anak main geme kesi main solo ketemu dragsitem main asal gua cape gedong tim bikin stres sih geme main geme cari hibur stres,negatif
game nya udah bagus tolong tambahin picture orang hero beli koin gak diamond aja,positif
game bagus seklai cuman minus aja kqlo ngasih temen padan musuh jqngqn ngasih dark system mlulu ok,negatif
rate gachanya sayagapernah hoki spend diamond ga dapatterlalu pilih kasih game,negatif
knp dah leg mulu main game sinyal lancar lancar aja game nya rusak gimna tolong baik kalo rame,negatif
suka main mobile legen hero kebel emblem max koin juta juta beli apa beli skin koin nya,positif
bagus grafik nya baguss hero nya ski makasih moonton taleh mengapdet ml moonton koleb naruto sabar game mu rame naruto shippuden,positif
tolong perbaikin ngga login jaring bagus pas main ping ga gerak mbps,negatif
kecewa mobile legend gamenya rusak gara gara sinyal lelet hubung relog ulang langsung kalah saran downloadkarena buang sistem moontoon sengaja lupa kalah menang kalimau hebat apa main,negatif
game nya bagus banget sampe beri bintang bug baik klo ngerank ketemu dark syatem emang game minus,negatif
hai dear moontoongamenya bagus tolong fitnah jaring bagus lag lag matchmaking tolong kasih bener capek solo team nge troll emang game,positif
gamenya seru tim nya fokus mvp bes gak jagain afk nya tolong afk nya ilangin nya kalo minum afk afk nya gerak mohon afk nya ilangin aja,positif
dengar saran dev update kayak force close isu jaring sebab afk,netral
milik tim feed moonton tindak feeder moonton hukum ringan banyak hukum alas player player ml betah rugi harap moonton laku feeder,negatif
moga depan yg prayer hadiah game yg rata gak player,positif
game seru main positif negatif nya game udah bagus banget darksistem manuk akal nurul banget inti game suka,positif
alas bintang minggu dark system tim jaring bagus lag bicara sopan tanding langgar musuh pro player mode offline latih kunci selesai update mlbb download ulang data tips main main pagi lag musuh bot main kode push jam pagi kode tatap muka terima kasih,negatif
sorry gua uninstal iya ketemu dark sistem mulu udh legend bintang mlah turun smpe epic lg lg coba honor of king matchnya msih fair sih,negatif
geme nya seru sih seru pas pangkat mesti ketemu drak sistem plis baik monton lawan nya banding,positif
